ST_CASE,YEAR,STATE,COUNTY,FATALS,A_CRAINJ,A_REGION,A_RU,A_INTER,A_RELRD,A_INTSEC,A_ROADFC,A_JUNC,A_MANCOL,A_TOD,A_DOW,A_CT,A_WEATHER,A_LT,A_MC,A_SPCRA,A_PED,A_PED_F,A_PEDAL,A_PEDAL_F,A_ROLL,A_POLPUR,A_POSBAC,A_D15_19,A_D16_19,A_D15_20,A_D16_20,A_D65PLS,A_D21_24,A_D16_24,A_RD,A_HR,A_DIST,A_DROWSY,BIA,SPJ_INDIAN,INDIAN_RES
450597,2020,45,81,1,1,4,1,2,1,1,3,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450598,2020,45,3,1,1,4,2,2,4,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450599,2020,45,83,1,1,4,2,1,1,2,1,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,1,1,2,2,1,2,2,2,2,0,0,0
450600,2020,45,53,1,1,4,1,2,1,1,3,1,4,1,1,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450601,2020,45,15,2,1,4,1,2,1,2,3,2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450602,2020,45,89,1,1,4,1,2,4,2,4,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450603,2020,45,57,1,1,4,1,2,4,2,4,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450604,2020,45,35,1,1,4,1,2,1,2,3,2,2,1,1,3,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450605,2020,45,45,1,1,4,1,2,1,1,4,1,4,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450606,2020,45,15,2,1,4,1,2,1,2,4,2,3,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450607,2020,45,33,1,1,4,1,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
450608,2020,45,63,1,1,4,1,1,1,2,1,2,2,2,2,3,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450609,2020,45,31,1,1,4,1,2,4,2,5,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
450610,2020,45,19,1,1,4,2,1,1,2,1,2,2,2,2,3,1,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450611,2020,45,45,1,1,4,1,2,4,2,4,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450612,2020,45,41,2,1,4,1,2,1,2,3,2,4,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2,0,0,0
450613,2020,45,47,1,1,4,1,2,4,2,4,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450614,2020,45,51,1,1,4,1,2,1,1,4,1,4,2,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
450615,2020,45,79,1,1,4,2,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,0,0,0
450616,2020,45,15,1,1,4,1,2,1,2,4,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
450617,2020,45,43,2,1,4,1,2,1,2,3,2,3,2,1,2,6,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450618,2020,45,5,1,1,4,1,2,4,2,3,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450619,2020,45,69,1,1,4,1,2,4,2,3,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450620,2020,45,91,1,1,4,2,2,1,1,3,1,4,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450621,2020,45,83,1,1,4,1,2,1,1,4,1,3,2,1,2,13,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,0,0,0
450622,2020,45,19,1,1,4,2,2,1,2,3,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450623,2020,45,67,1,1,4,2,2,1,2,4,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,0,0,0
450624,2020,45,51,1,1,4,2,2,1,1,3,1,4,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450625,2020,45,19,1,1,4,1,2,1,2,4,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
450626,2020,45,27,1,1,4,1,2,4,2,4,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,0,0,0
450627,2020,45,19,1,1,4,2,2,1,1,3,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,0,0,0
450628,2020,45,85,1,1,4,2,2,1,2,5,3,4,1,1,2,1,2,1,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
450629,2020,45,33,1,1,4,1,2,4,2,4,2,1,2,1,1,6,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450630,2020,45,45,4,1,4,1,2,1,2,4,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
450631,2020,45,19,1,1,4,2,2,1,2,3,2,1,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,0,0,0
450632,2020,45,85,1,1,4,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
450633,2020,45,83,1,1,4,1,2,4,2,3,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
450634,2020,45,57,2,1,4,1,2,4,2,3,2,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450635,2020,45,3,2,1,4,1,2,1,2,3,2,3,2,2,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450636,2020,45,45,2,1,4,1,2,1,2,3,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
450637,2020,45,79,2,1,4,2,1,1,2,1,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450638,2020,45,63,1,1,4,2,2,1,1,3,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450639,2020,45,77,2,1,4,1,2,1,2,4,2,4,1,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
450640,2020,45,83,1,1,4,2,1,1,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450641,2020,45,71,1,1,4,1,2,4,2,3,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450642,2020,45,21,1,1,4,1,2,1,2,3,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450643,2020,45,41,1,1,4,2,2,1,1,3,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
450644,2020,45,13,4,1,4,1,2,1,2,3,2,4,1,2,3,1,2,2,1,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
450645,2020,45,39,1,1,4,1,2,4,2,4,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,1,2,0,0,0
450646,2020,45,51,2,1,4,1,2,4,1,4,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450647,2020,45,15,1,1,4,2,2,1,2,4,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450648,2020,45,59,1,1,4,1,2,4,2,4,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450649,2020,45,15,2,1,4,2,2,1,2,3,2,3,1,2,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450650,2020,45,29,2,1,4,1,1,1,2,1,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450651,2020,45,63,1,1,4,1,1,4,2,1,2,1,1,2,3,1,1,2,1,2,2,2,2,2,2,3,2,2,1,1,2,2,1,1,2,2,2,0,0,0
450652,2020,45,81,1,1,4,1,2,1,2,4,2,5,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,0,0,0
450653,2020,45,15,1,1,4,2,2,1,2,4,2,2,2,2,3,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,0,0,0
450654,2020,45,33,1,1,4,1,2,1,2,5,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450655,2020,45,51,1,1,4,2,2,1,2,3,2,4,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450656,2020,45,59,1,1,4,1,2,1,2,4,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450657,2020,45,7,1,1,4,1,2,4,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
450658,2020,45,67,1,1,4,1,2,4,2,4,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450659,2020,45,79,1,1,4,1,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
450660,2020,45,17,1,1,4,1,2,4,2,3,2,1,2,1,1,99,2,2,2,2,2,2,2,1,2,3,2,2,1,1,2,2,1,1,2,2,2,0,0,0
450661,2020,45,43,1,1,4,1,2,4,2,4,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450662,2020,45,7,1,1,4,2,2,1,2,3,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
450663,2020,45,15,1,1,4,2,2,1,2,3,2,2,1,1,3,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450664,2020,45,77,1,1,4,1,2,1,2,3,2,3,1,1,2,13,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
450665,2020,45,41,1,1,4,1,2,1,2,3,2,4,1,1,3,13,2,2,1,2,2,2,2,2,2,3,2,2,1,1,2,1,1,1,2,2,2,0,0,0
450666,2020,45,15,2,1,4,1,2,4,2,4,2,1,1,1,1,13,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450667,2020,45,41,1,1,4,1,2,1,1,3,1,4,1,1,2,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
450668,2020,45,45,2,1,4,1,2,4,2,4,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
450669,2020,45,19,1,1,4,2,2,1,2,3,2,1,1,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450670,2020,45,49,1,1,4,1,2,4,2,4,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,0,0,0
450671,2020,45,39,1,1,4,1,2,1,2,4,2,1,2,2,1,6,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450672,2020,45,19,1,1,4,2,2,1,1,3,1,5,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
450673,2020,45,21,1,1,4,1,1,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,0,0,0
450674,2020,45,29,1,1,4,1,2,1,2,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
450675,2020,45,7,1,1,4,1,2,1,2,6,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450676,2020,45,77,1,1,4,1,2,1,2,3,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450677,2020,45,91,1,1,4,1,2,4,2,4,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450678,2020,45,47,1,1,4,1,2,3,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450679,2020,45,13,1,1,4,1,2,4,2,6,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450680,2020,45,83,1,1,4,1,2,1,2,3,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
450681,2020,45,19,1,1,4,2,2,4,2,6,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
450682,2020,45,49,1,1,4,1,2,4,2,3,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
450683,2020,45,25,1,1,4,1,2,1,2,4,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450684,2020,45,75,1,1,4,1,2,1,2,4,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450685,2020,45,3,1,1,4,1,1,4,2,1,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
450686,2020,45,7,1,1,4,1,2,1,2,4,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450687,2020,45,19,1,1,4,2,2,1,1,3,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450688,2020,45,19,1,1,4,2,2,1,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
450689,2020,45,45,1,1,4,1,2,4,2,4,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450690,2020,45,87,1,1,4,1,2,1,2,3,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450691,2020,45,71,1,1,4,1,2,4,2,4,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450692,2020,45,75,1,1,4,1,2,1,2,3,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
450693,2020,45,25,1,1,4,1,2,1,1,4,1,4,1,1,2,6,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450694,2020,45,45,1,1,4,2,2,1,1,3,1,4,1,1,2,1,2,2,1,2,2,2,2,2,2,3,1,1,1,1,1,2,1,2,2,2,2,0,0,0
450695,2020,45,39,1,1,4,1,2,4,2,3,2,1,1,1,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,1,1,1,2,2,2,0,0,0
450696,2020,45,41,1,1,4,1,2,1,2,3,2,2,1,1,3,1,1,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450697,2020,45,13,1,1,4,1,2,1,2,3,2,4,1,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
450698,2020,45,19,1,1,4,1,2,1,1,3,1,4,1,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450699,2020,45,3,1,1,4,1,2,1,2,3,2,1,2,2,1,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
450700,2020,45,51,1,1,4,2,2,1,1,3,1,1,2,2,1,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450701,2020,45,75,1,1,4,1,1,1,2,1,2,3,2,2,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,2,2,2,0,0,0
450702,2020,45,63,1,1,4,1,2,1,2,4,2,4,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450703,2020,45,29,1,1,4,1,1,3,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450704,2020,45,75,1,1,4,1,2,4,2,3,2,1,2,2,1,13,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,0,0,0
450705,2020,45,23,1,1,4,1,2,1,2,3,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
450706,2020,45,15,1,1,4,1,2,1,2,3,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450707,2020,45,83,1,1,4,1,2,1,2,4,2,3,1,1,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450708,2020,45,45,1,1,4,1,2,4,2,6,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450709,2020,45,45,1,1,4,1,2,1,2,3,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
450710,2020,45,27,1,1,4,1,2,4,2,6,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
450711,2020,45,83,1,1,4,1,2,1,2,4,2,5,1,1,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450712,2020,45,57,1,1,4,1,2,1,2,4,2,1,1,1,1,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450713,2020,45,19,1,1,4,2,2,1,1,6,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450714,2020,45,79,1,1,4,2,1,4,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450715,2020,45,41,1,1,4,1,2,4,2,4,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,3,2,2,1,1,2,2,1,1,2,2,2,0,0,0
450716,2020,45,51,1,1,4,1,2,3,2,4,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450717,2020,45,79,1,1,4,2,2,1,1,4,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
450718,2020,45,91,1,1,4,1,2,1,1,4,1,4,1,1,2,13,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
450719,2020,45,41,1,1,4,1,2,1,1,4,1,3,1,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,2,2,2,0,0,0
450720,2020,45,7,1,1,4,1,2,4,2,4,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450721,2020,45,85,1,1,4,1,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
450722,2020,45,67,1,1,4,1,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450723,2020,45,85,1,1,4,2,2,3,1,3,1,1,2,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450724,2020,45,7,1,1,4,2,2,1,2,3,2,1,2,2,2,1,2,2,1,1,1,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
450725,2020,45,19,1,1,4,2,2,1,2,3,2,1,1,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,0,0,0
450726,2020,45,43,1,1,4,1,2,1,2,3,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,1,2,2,2,0,0,0
450727,2020,45,83,1,1,4,2,1,4,2,1,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
450728,2020,45,51,4,1,4,2,2,1,2,3,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,0,0,0
450729,2020,45,91,1,1,4,1,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
450730,2020,45,45,1,1,4,1,2,4,2,3,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450731,2020,45,59,1,1,4,1,1,3,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450732,2020,45,83,1,1,4,2,2,1,2,4,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450733,2020,45,13,1,1,4,1,2,1,1,3,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450734,2020,45,79,1,1,4,2,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450735,2020,45,3,1,1,4,2,2,4,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,1,1,2,2,0,0,0
450736,2020,45,79,1,1,4,2,2,1,2,4,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450737,2020,45,45,1,1,4,2,2,1,2,5,2,3,1,1,2,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450738,2020,45,85,1,1,4,2,2,4,2,5,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450739,2020,45,63,1,1,4,2,2,1,2,4,2,1,1,1,1,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450740,2020,45,19,1,1,4,2,2,1,2,4,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450741,2020,45,53,1,1,4,1,1,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450742,2020,45,91,1,1,4,1,2,4,2,4,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450743,2020,45,35,1,1,4,1,2,1,2,4,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
450744,2020,45,83,1,1,4,2,2,1,1,4,1,4,1,1,3,1,2,2,2,2,2,2,2,1,2,3,1,2,1,2,2,1,1,2,2,2,2,0,0,0
450745,2020,45,77,1,1,4,1,2,1,2,3,3,4,2,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450746,2020,45,17,1,1,4,1,2,1,2,6,2,2,1,1,2,13,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,0,0,0
450747,2020,45,23,1,1,4,1,1,1,2,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450748,2020,45,15,1,1,4,1,2,4,2,4,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
450749,2020,45,63,1,1,4,2,2,1,1,5,1,4,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,0,0,0
450750,2020,45,75,1,1,4,1,2,1,1,3,1,4,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,0,0,0
450751,2020,45,79,1,1,4,2,1,1,2,1,2,1,1,2,1,13,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
450752,2020,45,55,1,1,4,1,2,4,2,4,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,3,1,1,1,1,2,2,1,1,2,2,2,0,0,0
450753,2020,45,75,1,1,4,1,2,4,2,4,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
450754,2020,45,43,1,1,4,1,2,4,2,4,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
450755,2020,45,33,1,1,4,1,2,4,2,6,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
